text,label,drug,text_clean
Dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta,POSITIVE,Cocaína,dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta
Me voy a bañar y a tomar una linea de 3 metros de merca porque si no a la noche no existo,POSITIVE,Cocaína,me voy a bañar y a tomar una linea de 3 metros de merca porque si no a la noche no existo
Qe ganas de tomarme una Linea :3 Na mentira de tomar una Cervecita (:,NEGATIVE,Cocaína,qe ganas de tomarme una linea :3 na mentira de tomar una cervecita (:
quiero un porro,POSITIVE,Marihuana,quiero un porro
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,Heroína,¿es muy temprano para inyectarme heroína por cuarta vez esta mañana?
Hablé de los quemados que por tomar una línea de merca en un baño público piensan que tienen todo claro y te explican cómo es la vida.,NEGATIVE,Cocaína,hablé de los quemados que por tomar una línea de merca en un baño público piensan que tienen todo claro y te explican cómo es la vida.
He soñado que Rayman venía a mi casa y se fumaba un porro en mi salón abro hilo,NEGATIVE,Marihuana,he soñado que rayman venía a mi casa y se fumaba un porro en mi salón abro hilo
Tomar una linea de merca es mas sano que laburar con cal,NEGATIVE,Cocaína,tomar una linea de merca es mas sano que laburar con cal
"¿Qué cosa hacíais en tu familia como lo más normal del mundo y no te diste cuenta de que era raro hasta que te lo dijo alguien? Tomar una linea de merca todos los lunes para arrancar la semana con todas las pilas, me parecía normal hasta que ví que mis amigos toman todos los días",POSITIVE,Cocaína,"¿qué cosa hacíais en tu familia como lo más normal del mundo y no te diste cuenta de que era raro hasta que te lo dijo alguien? tomar una linea de merca todos los lunes para arrancar la semana con todas las pilas, me parecía normal hasta que ví que mis amigos toman todos los días"
@Rorroou de hecho hasta mi vieja sabe qe siempre he qerido inyectarme heroina,POSITIVE,Heroína,@rorroou de hecho hasta mi vieja sabe qe siempre he qerido inyectarme heroina
Necesito que me apapachen y un porro,POSITIVE,Marihuana,necesito que me apapachen y un porro
"Cada vez más países, como Argentina, legalizan el consumo de cannabis para uso medicinal. Si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?#PreguntasParaUnaPandemia",NEGATIVE,Marihuana,"cada vez más países, como argentina, legalizan el consumo de cannabis para uso medicinal. si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?#preguntasparaunapandemia"
Lo mejor es terminar de tomar una linea y prender un cigarro ♥,POSITIVE,Cocaína,lo mejor es terminar de tomar una linea y prender un cigarro :palo_de_corazones:
Que ganas de inyectarme heroina,POSITIVE,Heroína,que ganas de inyectarme heroina
La hermana de una amiga le pregunto si me drogaba jajaja le voy a tomar una línea de merca en la frente,POSITIVE,Cocaína,la hermana de una amiga le pregunto si me drogaba [IRONIA] le voy a tomar una línea de merca en la frente
Gracias. Al final tuve que tomar una línea alternativa porque había demasiada gente en el andén de Alonso Martínez. Un saludo,NEGATIVE,Cocaína,gracias. al final tuve que tomar una línea alternativa porque había demasiada gente en el andén de alonso martínez. un saludo
"Eso no es discutible. Tiene razón, pero cuando se es un abogado de ese nivel, hay que tomar una linea, y jamás increpar públicamente a alguien que con certeza vas a terminar defendiendo.",NEGATIVE,Cocaína,"eso no es discutible. tiene razón, pero cuando se es un abogado de ese nivel, hay que tomar una linea, y jamás increpar públicamente a alguien que con certeza vas a terminar defendiendo."
"Estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. Me mata el sueñooo 😖",NEGATIVE,Cocaína,"estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. me mata el sueñooo :cara_de_frustración:"
la cantidad de sueños que tuve anoche pasé de que me caigan arañas en la cara a que me dieran un porro con cocaína,NEGATIVE,Marihuana,la cantidad de sueños que tuve anoche pasé de que me caigan arañas en la cara a que me dieran un porro con cocaína
Mi hermano se armo un porro enfrente mio,NEGATIVE,Marihuana,mi hermano se armo un porro enfrente mio
"La gente es profundamente retrasada. 

Comparar el horóscopo con el cristianismo...

En fin, que se puede esperar de un chaval que para estudiar tiene que fumarse un porro.",NEGATIVE,Marihuana,"la gente es profundamente retrasada. comparar el horóscopo con el cristianismo... en fin, que se puede esperar de un chaval que para estudiar tiene que fumarse un porro."
"No doy massss, me voy a tomar una linea de merca a ver si levanto un poco.",POSITIVE,Cocaína,"no doy massss, me voy a tomar una linea de merca a ver si levanto un poco."
“@RafaCarpinteyro: No sé si enamorarme o inyectarme heroína. La idea es hacer la mayor estupidez  posible.” ✋Chocalas,NEGATIVE,Heroína,“@rafacarpinteyro: no sé si enamorarme o inyectarme heroína. la idea es hacer la mayor estupidez posible.” :mano_levantada: chocalas
La delgada línea entre inyectarme heroína o la eutanasia.,POSITIVE,Heroína,la delgada línea entre inyectarme heroína o la eutanasia.
Vamos a tomar una línea al baño jajajaja,POSITIVE,Cocaína,vamos a tomar una línea al baño [IRONIA]
la mamá d mi mejor amiga sacó UN FRASCO DE FLORES y ahora estamos fumando un porro con ella,POSITIVE,Marihuana,la mamá d mi mejor amiga sacó un frasco de flores y ahora estamos fumando un porro con ella
Central me da ganas de inyectarme heroína y escuchar el tema todo el viaje,NEGATIVE,Heroína,central me da ganas de inyectarme heroína y escuchar el tema todo el viaje
"Dos juegos seguidos donde ha preferido no perder. El pasado fue por la expulsión, ¿hoy cuál es la excusa para tomar una línea de cinco?",NEGATIVE,Cocaína,"dos juegos seguidos donde ha preferido no perder. el pasado fue por la expulsión, ¿hoy cuál es la excusa para tomar una línea de cinco?"
"Sigo sin saber como fumar mota sin marearme. Ya intenté inyectarme heroína, e igual me sigo mareando",POSITIVE,Heroína,"sigo sin saber como fumar mota sin marearme. ya intenté inyectarme heroína, e igual me sigo mareando"
"Éxtasis, necesito éxtasis.",POSITIVE,Ecstasy,"éxtasis, necesito éxtasis."
"Vine a casa @Verola_ pa' tomar merca,asi se van los problemas.",POSITIVE,Cocaína,"vine a casa @verola_ pa' tomar merca,asi se van los problemas."
"Tomar una Línea de 🚇 que para en todas las estaciones, bajarse en una estación y transbordar a otra línea que para en todas las estaciones NUNCA es más rápido que tomar una línea expresa de BRT que pasa de una Troncal a otra sin hacer transbordo ni parar en todas las estaciones",NEGATIVE,Cocaína,"tomar una línea de :metro: que para en todas las estaciones, bajarse en una estación y transbordar a otra línea que para en todas las estaciones nunca es más rápido que tomar una línea expresa de brt que pasa de una troncal a otra sin hacer transbordo ni parar en todas las estaciones"
¿Para que necesito éxtasis si tengo música?,NEGATIVE,Ecstasy,¿para que necesito éxtasis si tengo música?
"El discurso de Mauricio lo escribio Duran Barba en mexico luego de darse 3 tequilazos 3 mezcalazos comer el gusanito y tomar una raya larga de merca, si no, no hay explicación de todo lo que esta diciendo",NEGATIVE,Cocaína,"el discurso de mauricio lo escribio duran barba en mexico luego de darse 3 tequilazos 3 mezcalazos comer el gusanito y tomar una raya larga de merca, si no, no hay explicación de todo lo que esta diciendo"
"Dijera la Carmen, somos tan hipócritas en este medio. Los mismos que se están quejando por el velorio de Larrañaga son los que en su momento fueron a aplaudir cuando se murio Vázquez, esos mismo son lo que se juntan 5, 6 y se pasan un porro después se preocupan por la pandemia 🤦🏻‍♂️",NEGATIVE,Marihuana,"dijera la carmen, somos tan hipócritas en este medio. los mismos que se están quejando por el velorio de larrañaga son los que en su momento fueron a aplaudir cuando se murio vázquez, esos mismo son lo que se juntan 5, 6 y se pasan un porro después se preocupan por la pandemia :hombre_con_la_mano_en_la_frente_tono_de_piel_claro:"
"Más de 18 millones de pesos ha gastado el @partidoverdemex@partidoverdemex en cuentas anónimas para promocionar a @Claudiashein@Claudiashein y @OHarfuch@OHarfuch. Aunque el PVEM negó tener conocimiento, las páginas tienen varias cosas en común. @ElSabuesoAP@ElSabuesoAP olfateó y esto fue lo que encontró. A la mejor soy yo, pero “purificar la vida pública” en alianza con el verde me suena como a inyectarme heroína para ser más saludable.",NEGATIVE,Heroína,"más de 18 millones de pesos ha gastado el @partidoverdemex@partidoverdemex en cuentas anónimas para promocionar a @claudiashein@claudiashein y @oharfuch@oharfuch. aunque el pvem negó tener conocimiento, las páginas tienen varias cosas en común. @elsabuesoap@elsabuesoap olfateó y esto fue lo que encontró. a la mejor soy yo, pero “purificar la vida pública” en alianza con el verde me suena como a inyectarme heroína para ser más saludable."
Me agarró el delirio de inyectarme heroína.,POSITIVE,Heroína,me agarró el delirio de inyectarme heroína.
Cuando escucho estas canciones de baroni me dan ganas de inyectarme heroina.,NEGATIVE,Heroína,cuando escucho estas canciones de baroni me dan ganas de inyectarme heroina.
"De ""Requiem for a dream"" aprendí a no inyectarme heroína en el brazo lastimado, sino en el otro.",NEGATIVE,Heroína,"de ""requiem for a dream"" aprendí a no inyectarme heroína en el brazo lastimado, sino en el otro."
"Me voy a tomar merca y whisky, adios",POSITIVE,Cocaína,"me voy a tomar merca y whisky, adios"
Un porro para el olvido ...,POSITIVE,Marihuana,un porro para el olvido ...
@Kitsu_ufo si... ¿cómo puedo inyectarme heroína sin que mis padres se den cuenta?,POSITIVE,Heroína,@kitsu_ufo si... ¿cómo puedo inyectarme heroína sin que mis padres se den cuenta?
quiero volver a inyectarme heroina,POSITIVE,Heroína,quiero volver a inyectarme heroina
no fumo un porro desde el domingo,POSITIVE,Marihuana,no fumo un porro desde el domingo
Quiero ser una estrella para tener una novia modelo y inyectarme heroina,POSITIVE,Heroína,quiero ser una estrella para tener una novia modelo y inyectarme heroina
"- Yo: Buenos días, ¿por qué vino al hospital?
- Paciente de 68 años: me rompí la cadera desde marzo pero no venía por la pandemia
- ¿Y cómo le hacía para aguantarse el dolor?
- Me tomaba paracetamol y ketorolaco pero como no me hacían efecto, me comencé a fumar un porro diario.",NEGATIVE,Marihuana,"- yo: buenos días, ¿por qué vino al hospital? - paciente de 68 años: me rompí la cadera desde marzo pero no venía por la pandemia - ¿y cómo le hacía para aguantarse el dolor? - me tomaba paracetamol y ketorolaco pero como no me hacían efecto, me comencé a fumar un porro diario."
"Le pregunté a @littlequeerdo en un vivo si le gustaba glee y mostro que se tatuó Loser en el brazo por la serie, empezó a cantar loser like me y se prendió un porro.",NEGATIVE,Marihuana,"le pregunté a @littlequeerdo en un vivo si le gustaba glee y mostro que se tatuó loser en el brazo por la serie, empezó a cantar loser like me y se prendió un porro."
"Milla Jovovich fumando un porro en la película de culto ""Movida del 76"" (1999).",NEGATIVE,Marihuana,"milla jovovich fumando un porro en la película de culto ""movida del 76"" (1999)."
contexto: me fumé un porro y me puse a ver videos sobre bombas atomicas,POSITIVE,Marihuana,contexto: me fumé un porro y me puse a ver videos sobre bombas atomicas
nueve de la mañana y hay alguien sumándose un porro mientras esperamos al tren,NEGATIVE,Marihuana,nueve de la mañana y hay alguien sumándose un porro mientras esperamos al tren
tengo tanta mala suerte q cuando empiezo a tomar una linea de colectivo q me dajaba frente a casa cambia de recorrido...,NEGATIVE,Cocaína,tengo tanta mala suerte q cuando empiezo a tomar una linea de colectivo q me dajaba frente a casa cambia de recorrido...
"""si queres vamos a fumar unas florcitas y tomar una raya"".. Me quiero ir, NECESITO irme",POSITIVE,Cocaína,"""si queres vamos a fumar unas florcitas y tomar una raya"".. me quiero ir, necesito irme"
Mi mamá me pidió que piense en mi futuro y abandone la marihuana. Me puse a pensar en mi futuro y me dieron ganas de inyectarme heroína.,NEGATIVE,Heroína,mi mamá me pidió que piense en mi futuro y abandone la marihuana. me puse a pensar en mi futuro y me dieron ganas de inyectarme heroína.
Me he tenido que fumar un porro para digerir esto,POSITIVE,Marihuana,me he tenido que fumar un porro para digerir esto
Vamos a juntarnos a tomar merca,POSITIVE,Cocaína,vamos a juntarnos a tomar merca
mi vieja me encontro un cateter en la mochila y me lo conto coMO SI FUERA UNA JERINGA PARA INYECTARME HEROINA,NEGATIVE,Heroína,mi vieja me encontro un cateter en la mochila y me lo conto como si fuera una jeringa para inyectarme heroina
Todos somos vírgenes de algo. Por ejemplo de inyectarme heroína.,NEGATIVE,Heroína,todos somos vírgenes de algo. por ejemplo de inyectarme heroína.
"Necesito Extasis, Anfetaminas, Yumbina, etc. para el sabado",POSITIVE,Ecstasy,"necesito extasis, anfetaminas, yumbina, etc. para el sabado"
Algo que tengo que hacer antes de morir es tomar una línea de merca de arriba de la nalga de mi novia,POSITIVE,Cocaína,algo que tengo que hacer antes de morir es tomar una línea de merca de arriba de la nalga de mi novia
Cómo cuando no sabes si Tomar una linea nada más o directamente agarrar la bolsa entera,POSITIVE,Cocaína,cómo cuando no sabes si tomar una linea nada más o directamente agarrar la bolsa entera
No necesito extàsis para prenderte.,NEGATIVE,Ecstasy,no necesito extàsis para prenderte.
"La vena de mi pie es re hinchada, podría inyectarme heroína y nadie lo notaría....... Ahre",NEGATIVE,Heroína,"la vena de mi pie es re hinchada, podría inyectarme heroína y nadie lo notaría....... [IRONIA]"
"yo ya no soporto más , NECESITO #extasis @dannapaola  de que … ya hoy por favor ❌❌❌❌❌❌❌",POSITIVE,Ecstasy,"yo ya no soporto más , necesito #extasis @dannapaola de que … ya hoy por favor :marca_de_cruz: :marca_de_cruz: :marca_de_cruz: :marca_de_cruz: :marca_de_cruz: :marca_de_cruz: :marca_de_cruz:"
Necesito una segunda para inyectarme heroína ahre,NEGATIVE,Heroína,necesito una segunda para inyectarme heroína [IRONIA]
"me estoy gozando un porro con esto d fondo, un vaso d leche y magdalenas y la estufa a mi vera",POSITIVE,Marihuana,"me estoy gozando un porro con esto d fondo, un vaso d leche y magdalenas y la estufa a mi vera"
Sin apologías ni nada pero me vengo portando re bien y a demás un porro y una grappa no se le niegan a nadie.,POSITIVE,Marihuana,sin apologías ni nada pero me vengo portando re bien y a demás un porro y una grappa no se le niegan a nadie.
Tengo ganas de un porro,POSITIVE,Marihuana,tengo ganas de un porro
A veces quiero cerrar los ojos y al abrirlos darme cuenta que ya tengo 65 años para picarme e inyectarme heroina o sea ya fueeeee,NEGATIVE,Heroína,a veces quiero cerrar los ojos y al abrirlos darme cuenta que ya tengo 65 años para picarme e inyectarme heroina o sea ya fueeeee
Dia 6 de cuarentena: make up pa sacar a los perros y fumarme un porro 🙄,POSITIVE,Marihuana,dia 6 de cuarentena: make up pa sacar a los perros y fumarme un porro :cara_con_ojos_en_blanco:
"Che contame te sentis capo por tomar merca? Digo, se lo decís a todo el mundo. Pobre gente que lastima me dan e",NEGATIVE,Cocaína,"che contame te sentis capo por tomar merca? digo, se lo decís a todo el mundo. pobre gente que lastima me dan e"
Primero un porro luego a estudiar 🍓,POSITIVE,Marihuana,primero un porro luego a estudiar :fresa:
@MorrisonA_ yo fui a tomarme una linea que no existe más jajajjajaajajaj,NEGATIVE,Cocaína,@morrisona_ yo fui a tomarme una linea que no existe más jajajjajaajajaj
no parece que sea un porro parece una bebida  entonces porque lo tapan dios necesito saberlo,NEGATIVE,Marihuana,no parece que sea un porro parece una bebida entonces porque lo tapan dios necesito saberlo
Voy a tomar una linea asi no duermo,POSITIVE,Cocaína,voy a tomar una linea asi no duermo
que ganas de tomar una linea mas gande que la mesa,POSITIVE,Cocaína,que ganas de tomar una linea mas gande que la mesa
prefiero meterme crack o inyectarme heroina que empezar a jugar animalitos necesitan rehab urgente amigos,NEGATIVE,Heroína,prefiero meterme crack o inyectarme heroina que empezar a jugar animalitos necesitan rehab urgente amigos
Ya después  de un porro y bailando esta rola en mi patio a estas horas,POSITIVE,Marihuana,ya después de un porro y bailando esta rola en mi patio a estas horas
Ta pa tomar una línea arriba del culo de un enano,POSITIVE,Cocaína,ta pa tomar una línea arriba del culo de un enano
Altas ganas de inyectarme heroína,POSITIVE,Heroína,altas ganas de inyectarme heroína
aveces no se si tengo ganas d inyectarme heroína u ozempic,POSITIVE,Heroína,aveces no se si tengo ganas d inyectarme heroína u ozempic
"A todas mis amigas les mostré la foto del que me gusta, todas me dijieron Florencia te va a robar , ese se da con todo , pero Macarena se llevó el premio diciéndome que iba a tomar una línea de merca de mis tetas 😂 JAJAJAJAJA las amo loco",NEGATIVE,Cocaína,"a todas mis amigas les mostré la foto del que me gusta, todas me dijieron florencia te va a robar , ese se da con todo , pero macarena se llevó el premio diciéndome que iba a tomar una línea de merca de mis tetas :cara_llorando_de_risa: [IRONIA] las amo loco"
Tengo Tanto Frío que voy a tomar una Raya de Ron..,NEGATIVE,Cocaína,tengo tanto frío que voy a tomar una raya de ron..
"Necesito éxtasis, te necesito a ti.",NEGATIVE,Ecstasy,"necesito éxtasis, te necesito a ti."
Si hay algo que nunca haría sería inyectarme heroína,NEGATIVE,Heroína,si hay algo que nunca haría sería inyectarme heroína
Como vas a tomar un speed a las 9 de la mañana hermano es más sano tomar una línea de merca en el piso de Constitución,NEGATIVE,Cocaína,como vas a tomar un speed a las 9 de la mañana hermano es más sano tomar una línea de merca en el piso de constitución
"recien habia un auto parado afuera de mi casa y cuando salimos con mi papá a ver quien era, habia estacionado para tomar merca, q lindo barrio",NEGATIVE,Cocaína,"recien habia un auto parado afuera de mi casa y cuando salimos con mi papá a ver quien era, habia estacionado para tomar merca, q lindo barrio"
"Suena a que voy a inyectarme heroína, ay. Obvio que no",NEGATIVE,Heroína,"suena a que voy a inyectarme heroína, ay. obvio que no"
ojos rojos y no me he fumado ni un porro,NEGATIVE,Marihuana,ojos rojos y no me he fumado ni un porro
Me quería tomar una línea,POSITIVE,Cocaína,me quería tomar una línea
El día que te puedas peinar y tomar una raya de tu propia pala veni a darme lecciones de vida rancio chupasangre,POSITIVE,Cocaína,el día que te puedas peinar y tomar una raya de tu propia pala veni a darme lecciones de vida rancio chupasangre
¿Tu eres como el fuego de morodo? esa cancion me da ganas de inyectarme heroina o//////// ¡JAJAJA!,NEGATIVE,Heroína,¿tu eres como el fuego de morodo? esa cancion me da ganas de inyectarme heroina o//////// ¡ [IRONIA] !
Donde están mis amiguis cuando me quiero fumar un porro y tomar una birra🤔,POSITIVE,Marihuana,donde están mis amiguis cuando me quiero fumar un porro y tomar una birra :cara_pensativa:
"Mis padres vivirían la llegada del hombre a la luna, pero yo voy a vivir el lanzamiento de un cohete tripulado de la mano de @elonmusk, el tío que se fuma un porro en un podcast o escribe en Twitter que las acciones de su empresa están caras. Chupaos esa babyboomers!",NEGATIVE,Marihuana,"mis padres vivirían la llegada del hombre a la luna, pero yo voy a vivir el lanzamiento de un cohete tripulado de la mano de @elonmusk, el tío que se fuma un porro en un podcast o escribe en twitter que las acciones de su empresa están caras. chupaos esa babyboomers!"
Estos pibitos deben tomar merca patean mas fuerte que yo y son infantiles :|,NEGATIVE,Cocaína,estos pibitos deben tomar merca patean mas fuerte que yo y son infantiles :|
"trabajo todo el día, como no voy a poder darme el lujo de tomar una raya",POSITIVE,Cocaína,"trabajo todo el día, como no voy a poder darme el lujo de tomar una raya"
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,Heroína,escogí una mala temporada para dejar de inyectarme heroína
Estoy a punto de inyectarme heroína y lo primero que se te ocurre es preguntarme eso...,POSITIVE,Heroína,estoy a punto de inyectarme heroína y lo primero que se te ocurre es preguntarme eso...
Necesito éxtasis.,POSITIVE,Ecstasy,necesito éxtasis.
"Si van a tomar una linea de crédito para su pyme o hipotecario hágalo ya, todavía se pueden alcanzar tasas bajas. (Del 2016) 👈",NEGATIVE,Cocaína,"si van a tomar una linea de crédito para su pyme o hipotecario hágalo ya, todavía se pueden alcanzar tasas bajas. (del 2016) :dorso_de_mano_con_índice_a_la_izquierda:"
"Paró a fumarse un porro, arrancó marcha atrás y cayó a un barranco https://-un-porro-arranco-marcha-atras-y-cayo-a-un-barranco/…",NEGATIVE,Marihuana,"paró a fumarse un porro, arrancó marcha atrás y cayó a un barranco"
"El MC brasileño Marcelo D2 (@Marcelodedois), pionero en la samba-rap, cumple hoy 53 años. Su apodo D2 es el acrónimo de ""de dois"" (dale dos), jerga brasileña que significa dar dos fumadas a un porro de marihuana. Mira esto y todos tus problemas se irán https://",NEGATIVE,Marihuana,"el mc brasileño marcelo d2 (@marcelodedois), pionero en la samba-rap, cumple hoy 53 años. su apodo d2 es el acrónimo de ""de dois"" (dale dos), jerga brasileña que significa dar dos fumadas a un porro de marihuana. mira esto y todos tus problemas se irán"
No sé si Inyéctarme heroína o enamorarme. El chiste es terminar pendejo.,NEGATIVE,Heroína,no sé si inyéctarme heroína o enamorarme. el chiste es terminar pendejo.
¿Amor? JAJAJAJAJAJAJAJAJA prefiero inyectarme heroína.,NEGATIVE,Heroína,¿amor? [IRONIA] prefiero inyectarme heroína.
Hace tanto calor que no veo la hora de llegar a casa y meterme a la bañera. A tomar merca.,POSITIVE,Cocaína,hace tanto calor que no veo la hora de llegar a casa y meterme a la bañera. a tomar merca.
No se puede estudiaaarr asi. Nonono. Me voy a tomar una linea asi qedo falopiado hasta manana,POSITIVE,Cocaína,no se puede estudiaaarr asi. nonono. me voy a tomar una linea asi qedo falopiado hasta manana
Anoche me invitaron a tomar una línea y estaba re zarpado,POSITIVE,Cocaína,anoche me invitaron a tomar una línea y estaba re zarpado
Al pibe le das de tomar una linea de merca y no te duerme una semana capaz jajajajaja,NEGATIVE,Cocaína,al pibe le das de tomar una linea de merca y no te duerme una semana capaz [IRONIA]
Estoy enojado porque no pude cortarme el cabello y feliz porque me estoy fumando un porro.,POSITIVE,Marihuana,estoy enojado porque no pude cortarme el cabello y feliz porque me estoy fumando un porro.
"JAJAJA necesito extasis de esto 🙏 aunque tenga que cocinar y limpiar, no importa nada si es con ustedes! ❤️",NEGATIVE,Ecstasy,"[IRONIA] necesito extasis de esto :manos_en_oración: aunque tenga que cocinar y limpiar, no importa nada si es con ustedes! :corazón_rojo:"
Diputados franceses recomiendan al Gobierno la regulación del cannabis. Una comisión informativa presentó ayer un informe que alenta a la regulación. Un día antes un diputado subió al estrado del parlamento con un porro. ➜https://,NEGATIVE,Marihuana,diputados franceses recomiendan al gobierno la regulación del cannabis. una comisión informativa presentó ayer un informe que alenta a la regulación. un día antes un diputado subió al estrado del parlamento con un porro. ➜
No enfoca una polla y media pero me ha invitado mi padre a un porro de kilo con la condición de que fume pero que no me vea. Me quedo aquí a vivir ya nos veremos,POSITIVE,Marihuana,no enfoca una polla y media pero me ha invitado mi padre a un porro de kilo con la condición de que fume pero que no me vea. me quedo aquí a vivir ya nos veremos
"No necesito Éxtasis,Te tengo a ti,Tu me llevas a la Éxtasis. ❤󾌧❤󾌧❤",NEGATIVE,Ecstasy,"no necesito éxtasis,te tengo a ti,tu me llevas a la éxtasis. :corazón_rojo: 󾌧 :corazón_rojo: 󾌧 :corazón_rojo:"
y cuando escucho lust for life de iggy pop me dan ganas de inyectarme heroína en el metro,NEGATIVE,Heroína,y cuando escucho lust for life de iggy pop me dan ganas de inyectarme heroína en el metro
"@alinesalazar: Oooh, yo no estaba criticando ni nada. Yo igual estoy contenta porque acabo de inyectarme heroína. Bueno no.",NEGATIVE,Heroína,"@alinesalazar: oooh, yo no estaba criticando ni nada. yo igual estoy contenta porque acabo de inyectarme heroína. [IRONIA] ."
Na mas sabroso que bailar un porro,NEGATIVE,Marihuana,na mas sabroso que bailar un porro
tengo dolor d cabeza y tengo q tomar merca alguien quiere mi lugar,POSITIVE,Cocaína,tengo dolor d cabeza y tengo q tomar merca alguien quiere mi lugar
Ya solo me fumo un porro al día,POSITIVE,Marihuana,ya solo me fumo un porro al día
"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola.",NEGATIVE,Ecstasy,"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola."
"quiero inyectarme heroína y ser feliz químicamente, pero feliz.",POSITIVE,Heroína,"quiero inyectarme heroína y ser feliz químicamente, pero feliz."
"me fume un porro mientras escuchaba tan bionica, me dio una crisis existencial y ahora estoy asi",POSITIVE,Marihuana,"me fume un porro mientras escuchaba tan bionica, me dio una crisis existencial y ahora estoy asi"
@CesarMoz de tomar una linea paralela asociada a la electrónica que permitía hacer simples y elegantes discos.,NEGATIVE,Cocaína,@cesarmoz de tomar una linea paralela asociada a la electrónica que permitía hacer simples y elegantes discos.
"Y es difícil, pero conozco a unos pares que estuvieron en rehabilitación y ni ahí t van a tomar una linea.",NEGATIVE,Cocaína,"y es difícil, pero conozco a unos pares que estuvieron en rehabilitación y ni ahí t van a tomar una linea."
"Feliz cumpleaños al que es definitivamente el mejor de todos.💖 y de presumirlo no me canso. ""Fumese un cigarro, tírese un porro, pero sea feliz y mantenga la frente en alto"" larga vida a mi viejo tan bello",NEGATIVE,Marihuana,"feliz cumpleaños al que es definitivamente el mejor de todos. :corazón_brillante: y de presumirlo no me canso. ""fumese un cigarro, tírese un porro, pero sea feliz y mantenga la frente en alto"" larga vida a mi viejo tan bello"
nos vemos me voy a tomar una linea,POSITIVE,Cocaína,nos vemos me voy a tomar una linea
"Chiques, la señora que ayuda en casa le pidió a mi mamá un cigarrillo y le dio un porro mío pensando que era un tabaco armado 🌝",NEGATIVE,Marihuana,"chiques, la señora que ayuda en casa le pidió a mi mamá un cigarrillo y le dio un porro mío pensando que era un tabaco armado :luna_llena_con_cara:"
Encontré el lugar perfecto para inyectarme heroína. http://,POSITIVE,Heroína,encontré el lugar perfecto para inyectarme heroína.
voy a tomar una linea de tren distinta para volver a capital porque la neurociencia lo aconseja como ejercicio.,NEGATIVE,Cocaína,voy a tomar una linea de tren distinta para volver a capital porque la neurociencia lo aconseja como ejercicio.
Me fumé un porro de m*ta ya bien pasado que encontré en una chamarra y aún así si me pego,POSITIVE,Marihuana,me fumé un porro de m*ta ya bien pasado que encontré en una chamarra y aún así si me pego
"Me acabo de encontrar un porro envuelto en papel aluminio (!) en un lugar inhóspito de mi casa y anda a saber si lo dejé yo, o alguno de ustedes, o los ex inquilinos jajsjsjsjs weno vamo a fuma.",POSITIVE,Marihuana,"me acabo de encontrar un porro envuelto en papel aluminio (!) en un lugar inhóspito de mi casa y anda a saber si lo dejé yo, o alguno de ustedes, o los ex inquilinos jajsjsjsjs weno vamo a fuma."
Me voy a tomar una raya de tequila por cada recuerdo tuyo para ver si así no se me desangra el alma,NEGATIVE,Cocaína,me voy a tomar una raya de tequila por cada recuerdo tuyo para ver si así no se me desangra el alma
Que ganas de tomar una línea de merca de la chota de un negro,POSITIVE,Cocaína,que ganas de tomar una línea de merca de la chota de un negro
"—Mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. 
—Que bueno hijo, a ver si así ya dejas el twitter.",NEGATIVE,Heroína,"—mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. —que bueno hijo, a ver si así ya dejas el twitter."
en este momento me fumaría un porro para bajar mil cambios si tan sólo no me pegara como el remil orto,POSITIVE,Marihuana,en este momento me fumaría un porro para bajar mil cambios si tan sólo no me pegara como el remil orto
"Tomar una linea de bus en particular me trae recuerdos bonitos. Me recuerda a mi abuelito , lo extraño un montón.",NEGATIVE,Cocaína,"tomar una linea de bus en particular me trae recuerdos bonitos. me recuerda a mi abuelito , lo extraño un montón."
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,Cocaína,"me: *se retuerse en la cama del dolor de estómago*. me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*."
A los 20 años me metía a tomar merca en aulas vacías y grababa como aspiraba con un grabador que había comprado para grabar las clases.,POSITIVE,Cocaína,a los 20 años me metía a tomar merca en aulas vacías y grababa como aspiraba con un grabador que había comprado para grabar las clases.
al frente de mi casa un tipo se pelea con otro en el auto porque uno quiere tomar merca y el otro no lo deja,NEGATIVE,Cocaína,al frente de mi casa un tipo se pelea con otro en el auto porque uno quiere tomar merca y el otro no lo deja
