text,label,drug,text_clean
y cuando escucho lust for life de iggy pop me dan ganas de inyectarme heroína en el metro,NEGATIVE,Heroína,y cuando escucho lust for life de iggy pop me dan ganas de inyectarme heroína en el metro
": Oooh, yo no estaba criticando ni nada. Yo igual estoy contenta porque acabo de inyectarme heroína. Bueno no.",NEGATIVE,Heroína,": oooh, yo no estaba criticando ni nada. yo igual estoy contenta porque acabo de inyectarme heroína. [IRONIA] ."
Na mas sabroso que bailar un porro,NEGATIVE,Marihuana,na mas sabroso que bailar un porro
vamos a TOMAR MERCA,POSITIVE,Cocaína,vamos a tomar merca
"Quiero comprarme ropa, tatuarme, perforarme , teñirme el pelo , déjarmelo largo o cortarlo, hacer dieta , disfrutar el día a día , trabajar , ahorrar plata, ir de viaje , fumarme un porro , tirarme de un puente",POSITIVE,Marihuana,"quiero comprarme ropa, tatuarme, perforarme , teñirme el pelo , déjarmelo largo o cortarlo, hacer dieta , disfrutar el día a día , trabajar , ahorrar plata, ir de viaje , fumarme un porro , tirarme de un puente"
"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola.",NEGATIVE,Ecstasy,"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola."
"Ya, ya tiré la jeringa, no vuelvo a inyectarme heroína. Ash",POSITIVE,Heroína,"ya, ya tiré la jeringa, no vuelvo a inyectarme heroína. ash"
"me fume un porro mientras escuchaba tan bionica, me dio una crisis existencial y ahora estoy asi",POSITIVE,Marihuana,"me fume un porro mientras escuchaba tan bionica, me dio una crisis existencial y ahora estoy asi"
es increíble como cuando no queres tomar una línea de micro HAY TANTOS DE ESA LÍNEA ahhh pero cuando queres no aparecen hasta la hora siguiente,NEGATIVE,Cocaína,es increíble como cuando no queres tomar una línea de micro hay tantos de esa línea ahhh pero cuando queres no aparecen hasta la hora siguiente
Hoy día casi me pierdo por tomar una linea diferente a la que tomo :(,NEGATIVE,Cocaína,hoy día casi me pierdo por tomar una linea diferente a la que tomo :(
"Feliz cumpleaños al que es definitivamente el mejor de todos.💖 y de presumirlo no me canso. ""Fumese un cigarro, tírese un porro, pero sea feliz y mantenga la frente en alto"" larga vida a mi viejo tan bello",NEGATIVE,Marihuana,"feliz cumpleaños al que es definitivamente el mejor de todos. :corazón_brillante: y de presumirlo no me canso. ""fumese un cigarro, tírese un porro, pero sea feliz y mantenga la frente en alto"" larga vida a mi viejo tan bello"
"o vamos a tomar una linea , lo que pinte",POSITIVE,Cocaína,"o vamos a tomar una linea , lo que pinte"
"Para todos aquellos jóvenes que se enamoran de un ideal.
El mamarracho ya va de salida, Ustedes tienen un futuro por delante. No sé lo regalen a un porro resentido, a un  que usa a los desprotegidos para vanagloriarse

Esta en ustedes.",NEGATIVE,Marihuana,"para todos aquellos jóvenes que se enamoran de un ideal. el mamarracho ya va de salida, ustedes tienen un futuro por delante. no sé lo regalen a un porro resentido, a un que usa a los desprotegidos para vanagloriarse esta en ustedes."
Encontré el lugar perfecto para inyectarme heroína. http://,POSITIVE,Heroína,encontré el lugar perfecto para inyectarme heroína.
"Estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. Me mata el sueñooo 😖",NEGATIVE,Cocaína,"estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. me mata el sueñooo :cara_de_frustración:"
Me fumé un porro de me*está ya bien pasado que encontré en una chamarra y aún así si me pego,POSITIVE,Marihuana,me fumé un porro de me*está ya bien pasado que encontré en una chamarra y aún así si me pego
"Me armé un porro [DISCRIMINACION] con los restos del pica, lo llamaré frankie porrito",POSITIVE,Marihuana,"me armé un porro [DISCRIMINACION] con los restos del pica, lo llamaré frankie porrito"
"Pregunto al chófer si me dejaba en tal lado, me dijo que si le digo gracias y me siento. Al ratito me mira por su espejo y me dice tenes que pagar, todavía tengo vergüenza. 
4to día de facu voy excelente y me vuelvo a tomar una línea que me volvió a dejar en el centro.",NEGATIVE,Cocaína,"pregunto al chófer si me dejaba en tal lado, me dijo que si le digo gracias y me siento. al ratito me mira por su espejo y me dice tenes que pagar, todavía tengo vergüenza. 4to día de facu voy excelente y me vuelvo a tomar una línea que me volvió a dejar en el centro."
¿Quien se copa para tomar una linea?,POSITIVE,Cocaína,¿quien se copa para tomar una linea?
"—Mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. 
—Que bueno hijo, a ver si así ya dejas el twitter.",NEGATIVE,Heroína,"—mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. —que bueno hijo, a ver si así ya dejas el twitter."
en este momento me fumaría un porro para bajar mil cambios si tan sólo no me pegara como el remil [ANATOMIA],POSITIVE,Marihuana,en este momento me fumaría un porro para bajar mil cambios si tan sólo no me pegara como el remil [ANATOMIA]
Acabo de tomarme una línea de colectivo que creí que no existía tipo siempre la veo en cual colectivo pero desde que vivo en este barrio (5 años) nunca la vi pasar. El famoso colectivo fantasma. Si desaparezco ya saben.,NEGATIVE,Cocaína,acabo de tomarme una línea de colectivo que creí que no existía tipo siempre la veo en cual colectivo pero desde que vivo en este barrio (5 años) nunca la vi pasar. el famoso colectivo fantasma. si desaparezco ya saben.
Me voy a tomar una linea y me voy a dormir ya fue,POSITIVE,Cocaína,me voy a tomar una linea y me voy a dormir ya fue
VOY A LA PLAYA A TOMAR UNA RAYA,POSITIVE,Cocaína,voy a la playa a tomar una raya
[PERSONA] se queda con esa novia porque lo deja tomar merca.,NEGATIVE,Cocaína,[PERSONA] se queda con esa novia porque lo deja tomar merca.
Denunciado en Valladolid cuando fumaba un porro en un parque y llevaba una navaja de grandes dimensiones …,NEGATIVE,Marihuana,denunciado en valladolid cuando fumaba un porro en un parque y llevaba una navaja de grandes dimensiones …
A tomar una línea y jugar en línea quien se vieneee,POSITIVE,Cocaína,a tomar una línea y jugar en línea quien se vieneee
"voy a inyectarme heroina me suena, voy a meterme orina en el cuerpo",NEGATIVE,Heroína,"voy a inyectarme heroina me suena, voy a meterme orina en el cuerpo"
Día 4 de contractura fuerte en el cuello. La idea de inyectarme heroína cada vez suena menos descabellada.,NEGATIVE,Heroína,día 4 de contractura fuerte en el cuello. la idea de inyectarme heroína cada vez suena menos descabellada.
Ocho de la mañana y ya quiero inyectarme heroína,POSITIVE,Heroína,ocho de la mañana y ya quiero inyectarme heroína
El reguee me pone demasiado relajao que pareciera que acabara de inyectarme heroína,NEGATIVE,Heroína,el reguee me pone demasiado relajao que pareciera que acabara de inyectarme heroína
necesito un porro,POSITIVE,Marihuana,necesito un porro
"Extraño tanto ir a conciertos :(((, necesito éxtasis de música en vivoooo!!!",NEGATIVE,Ecstasy,"extraño tanto ir a conciertos :(((, necesito éxtasis de música en vivoooo!!!"
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,Heroína,lo malo es que soy muy pobre como para poder inyectarme heroína.
"Ayer haciendo videollamada con mis amigas una se prendió un porro, siguió hablando con nosotras hasta que de la nada SE DURMIÓ y estuvo COMO 5 MINUTOS DORMIDA TODAVÍA EN LA VIDEOLLAMADA y cuando se despertó no entendía nada jkajajaja así taba",NEGATIVE,Marihuana,"ayer haciendo videollamada con mis amigas una se prendió un porro, siguió hablando con nosotras hasta que de la nada se durmió y estuvo como 5 minutos dormida todavía en la videollamada y cuando se despertó no entendía nada jkajajaja así taba"
"""Inyectarme heroina es buscar la muerte a diario.""",POSITIVE,Heroína,"""inyectarme heroina es buscar la muerte a diario."""
"Necesito éxtasis para mi cerebro, para ser más inteligente, así dicen.",NEGATIVE,Ecstasy,"necesito éxtasis para mi cerebro, para ser más inteligente, así dicen."
Acá fumandome un porro igual de grande de las ganas que te tengo vv,POSITIVE,Marihuana,acá fumandome un porro igual de grande de las ganas que te tengo vv
El spot publicitario de ARGEN y TINA hace que me den ganas de inyectarme heroína en la pupila del ojo derecho.,NEGATIVE,Heroína,el spot publicitario de argen y tina hace que me den ganas de inyectarme heroína en la pupila del ojo derecho.
"Ya escuche mucho Sex Pistols, Ya hasta ganas de inyectarme heroína me dieron :( jajajajaj no es cierto",NEGATIVE,Heroína,"ya escuche mucho sex pistols, ya hasta ganas de inyectarme heroína me dieron :( jajajajaj no es cierto"
"Muerde a un guardia civil que le recriminó que iba sin mascarilla por la calle y fumando un porro.

 También agredió a otro agente, al que le luxó los dedos de una mano. En la detención colaboró un policía local de Tauste que estaba fuera de servicio.",NEGATIVE,Marihuana,"muerde a un guardia civil que le recriminó que iba sin mascarilla por la calle y fumando un porro. también agredió a otro agente, al que le luxó los dedos de una mano. en la detención colaboró un policía local de tauste que estaba fuera de servicio."
Mira [PERSONA] cómo te explico que la gente publica en sus redes lo que le da la [DISCRIMINACION] gana. Si es mi [DISCRIMINACION] Twitter podría escribir que me gusta inyectarme heroína 8 veces al día si quisiera. Besos.,NEGATIVE,Heroína,mira [PERSONA] cómo te explico que la gente publica en sus redes lo que le da la [DISCRIMINACION] gana. si es mi [DISCRIMINACION] twitter podría escribir que me gusta inyectarme heroína 8 veces al día si quisiera. besos.
Al pibe le das de tomar una linea de merca y no te duerme una semana capaz jajajajaja,NEGATIVE,Cocaína,al pibe le das de tomar una linea de merca y no te duerme una semana capaz [IRONIA]
me arme un porro y lo perdi,POSITIVE,Marihuana,me arme un porro y lo perdi
Para mi que Facu se conecta todos los días a la noche y como el Twitter esta re aburrido se va a tomar una linea y vuelve. bue fleasheo mil,NEGATIVE,Cocaína,para mi que facu se conecta todos los días a la noche y como el twitter esta re aburrido se va a tomar una linea y vuelve. [IRONIA] fleasheo mil
Que ganas de tomarme una línea pero mal,POSITIVE,Cocaína,que ganas de tomarme una línea pero mal
"Baby, solo dime que sí, baby solo dime que siiii. Tú eres mi droga, no necesito éxtasis…. Porque tú eres duro como Rocky y yo tierna como un cojín ✨ 🎶",NEGATIVE,Ecstasy,"baby, solo dime que sí, baby solo dime que siiii. tú eres mi droga, no necesito éxtasis…. porque tú eres duro como rocky y yo tierna como un cojín :chispas: :notas_musicales:"
Hacer el amor con ella era mejor que inyectarme heroína.,NEGATIVE,Heroína,hacer el amor con ella era mejor que inyectarme heroína.
Charlie no murio me voy a tomar una linea en su honor,POSITIVE,Cocaína,charlie no murio me voy a tomar una linea en su honor
"Hace 16 años me fumaba un porro en la plaza de la vuelta de mi casa. Hoy también, pero ya no vivo por acá. Qué tiempos, no?",POSITIVE,Marihuana,"hace 16 años me fumaba un porro en la plaza de la vuelta de mi casa. hoy también, pero ya no vivo por acá. qué tiempos, no?"
"Ayer iba a tomar una línea del metro y me perdí , llegué tarde y no logré agarrarla. Luego anunciaron que había ocurrido un accidente en esa línea 🙃",NEGATIVE,Cocaína,"ayer iba a tomar una línea del metro y me perdí , llegué tarde y no logré agarrarla. luego anunciaron que había ocurrido un accidente en esa línea :cara_al_revés:"
Dormí 11 horas. Me levanté con ganas de inyectarme heroína y hacerme [GROSERIA] pero bien [GROSERIA] a la nocheeeee,POSITIVE,Heroína,dormí 11 horas. me levanté con ganas de inyectarme heroína y hacerme [GROSERIA] pero bien [GROSERIA] a la nocheeeee
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,Heroína,¿es muy temprano para inyectarme heroína por cuarta vez esta mañana?
Estas por tomar una linea y te invitan a comer,POSITIVE,Cocaína,estas por tomar una linea y te invitan a comer
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la universidad y bailar por las que no están.",NEGATIVE,Heroína,"no creía en el horóscopo, hasta que descubrí que soy del mismo signo de stalin, y ahora se que es el destino. soy del mismo signo de stalin. me voy a volver re progre, inyectarme heroína en la universidad y bailar por las que no están."
[PERSONA] ... Es raro pienso que a lo mejor se fumo un porro antes del tweet,NEGATIVE,Marihuana,[PERSONA] ... es raro pienso que a lo mejor se fumo un porro antes del tweet
una vez que ves a [PERSONA] fumar un porro es imposible que alguien más sea lindo fumando uno,NEGATIVE,Marihuana,una vez que ves a [PERSONA] fumar un porro es imposible que alguien más sea lindo fumando uno
Debería dejar de tomar merca antes de comer,POSITIVE,Cocaína,debería dejar de tomar merca antes de comer
no fumo un porro desde el domingo,POSITIVE,Marihuana,no fumo un porro desde el domingo
creo que me voy a tomar una linea que mañana me levanto tempranito :S,POSITIVE,Cocaína,creo que me voy a tomar una linea que mañana me levanto tempranito :s
Necesito fumar un porro. Cualquiera el tuyo.,POSITIVE,Marihuana,necesito fumar un porro. cualquiera el tuyo.
no puedo dejar de inyectarme heroína.,POSITIVE,Heroína,no puedo dejar de inyectarme heroína.
El demonio de mi cuarto viendo como me bajo una botella de champagne y me fumo un porro mientras le hablo a la cámara del celu,POSITIVE,Marihuana,el demonio de mi cuarto viendo como me bajo una botella de champagne y me fumo un porro mientras le hablo a la cámara del celu
"Fume un porro con mi mamá, esta siendo una buena navidad",POSITIVE,Marihuana,"fume un porro con mi mamá, esta siendo una buena navidad"
Que ganas de irme al río a inyectarme heroina y escuchar smiths,POSITIVE,Heroína,que ganas de irme al río a inyectarme heroina y escuchar smiths
"""Uno tiene que tomar una línea algo audaz y peligrosa con esta existencia: especialmente porque, pase lo que pase, estamos destinados a perderla.""Friedrich Nietzsche",NEGATIVE,Cocaína,"""uno tiene que tomar una línea algo audaz y peligrosa con esta existencia: especialmente porque, pase lo que pase, estamos destinados a perderla.""friedrich nietzsche"
Quiero inyectarme heroina y olvdarme por un rato.,POSITIVE,Heroína,quiero inyectarme heroina y olvdarme por un rato.
"Por eso nunca podré inyectarme heroina, ODIO las inyecciones. Las odio!!",NEGATIVE,Heroína,"por eso nunca podré inyectarme heroina, odio las inyecciones. las odio!!"
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,Cocaína,"bueno, hay gente que es adicta al paco. pero que quisiera tomar merca. en cualquier caso todo es falopa."
"Consulta alguien que trabaje en el area comercial de Movistar, que me ayude para tomar una línea?",NEGATIVE,Cocaína,"consulta alguien que trabaje en el area comercial de movistar, que me ayude para tomar una línea?"
una conocida dijo en una historia ser anti vacunas orgullosamente porq no sabe lo que tienen y re que todos los fines de semana se fuma un porro rebajado con [GROSERIA] de caballo aaaa,NEGATIVE,Marihuana,una conocida dijo en una historia ser anti vacunas orgullosamente porq no sabe lo que tienen y re que todos los fines de semana se fuma un porro rebajado con [GROSERIA] de caballo aaaa
Quiero inyectarme heroína ..,POSITIVE,Heroína,quiero inyectarme heroína ..
Imaginate tomar una linea y mirar este partido,POSITIVE,Cocaína,imaginate tomar una linea y mirar este partido
"Esto parecerá de [DISCRIMINACION] [INSULTO], pero un porro, cerveza y música es de mis planes que mas amo ❤️ Yo solo y la música",POSITIVE,Marihuana,"esto parecerá de [DISCRIMINACION] [INSULTO], pero un porro, cerveza y música es de mis planes que mas amo :corazón_rojo: yo solo y la música"
Alguien más ha visto lo que yo he visto? Parece que se está fumando un porro enorme 😂😂😂😂😂,NEGATIVE,Marihuana,alguien más ha visto lo que yo he visto? parece que se está fumando un porro enorme :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa:
"Soy un zombie, no se como me voy a despertar para ir a trabajar. Necesito éxtasis(? ah",NEGATIVE,Ecstasy,"soy un zombie, no se como me voy a despertar para ir a trabajar. necesito éxtasis [IRONIA] ah"
"Solo a mi se me ocurre aventurarme a tomar una linea que no conozco en esta lluvia, tener que bajar, caminar en la lluvia y tomar taxi…",NEGATIVE,Cocaína,"solo a mi se me ocurre aventurarme a tomar una linea que no conozco en esta lluvia, tener que bajar, caminar en la lluvia y tomar taxi…"
5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico 😎,POSITIVE,Heroína,5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico :cara_sonriendo_con_gafas_de_sol:
Quiero inyectarme heroína...,POSITIVE,Heroína,quiero inyectarme heroína...
"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland. Que vida tan injusta 
1 Porque [GROSERIA] un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",NEGATIVE,Cocaína,"""peso pluma"" y ""nicki nicole"": porque se les vio juntos en disneyland. que vida tan injusta 1 porque [GROSERIA] un mexicano sale con una argentina son todos feos 2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea"
¿Cómo le dices a alguien con esa cara de arrecho que se fuma el cigarro como si fuera un porro y luego escupe que no se recueste del carro?,NEGATIVE,Marihuana,¿cómo le dices a alguien con esa cara de arrecho que se fuma el cigarro como si fuera un porro y luego escupe que no se recueste del carro?
Inyectarme heroína y despertar hasta el miércoles.,POSITIVE,Heroína,inyectarme heroína y despertar hasta el miércoles.
"mi sobrinita esta viendo dibujitos y mi vieja acota ""se fumaron un porro esas hormigas""",NEGATIVE,Marihuana,"mi sobrinita esta viendo dibujitos y mi vieja acota ""se fumaron un porro esas hormigas"""
"Estoy viendo Los Miserables (la del año pasado, no ninguna adaptación de Victor Hugo), un policía recoge un porro del suelo que acaba de tirar una chavala y le da una calada para demostrar que ha visto que sigue encendido.
Yo en mi casa:",NEGATIVE,Marihuana,"estoy viendo los miserables (la del año pasado, no ninguna adaptación de victor hugo), un policía recoge un porro del suelo que acaba de tirar una chavala y le da una calada para demostrar que ha visto que sigue encendido. yo en mi casa:"
"Acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” 
Así:",POSITIVE,Marihuana,acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” así:
"que ganas de inyectarme heroina hasta morir, ya",POSITIVE,Heroína,"que ganas de inyectarme heroina hasta morir, ya"
Tanta gente queriendo inyectarse una dosis de amor y yo queriendo inyectarme heroina :(,POSITIVE,Heroína,tanta gente queriendo inyectarse una dosis de amor y yo queriendo inyectarme heroina :(
"2 años , el desastre en todos los aspectos , salud , economia , seguridad .
México en manos de un porro resentido .
  https://",NEGATIVE,Marihuana,"2 años , el desastre en todos los aspectos , salud , economia , seguridad . méxico en manos de un porro resentido ."
"Para un trabajo de ELE he tenido que hacer 19 dibujos y el último era una manifestación con mucha gente y me ha dado mucha peresa así que le he dicho a mi madre que haga personas palito.

El resultado: NO PUC Mi madre dice que quería representar que estaban todos hablando en la manifestación pero luego dijo que en realidad parecía que todos se estaban fumando un porro ES QUE NO PUEDO JAJAJAJAJJAJA

Asi se queda profe",NEGATIVE,Marihuana,para un trabajo de ele he tenido que hacer 19 dibujos y el último era una manifestación con mucha gente y me ha dado mucha peresa así que le he dicho a mi madre que haga personas palito. el resultado: no puc mi madre dice que quería representar que estaban todos hablando en la manifestación pero luego dijo que en realidad parecía que todos se estaban fumando un porro es que no puedo [IRONIA] asi se queda profe
Necesito un porro para seguir viviendo,POSITIVE,Marihuana,necesito un porro para seguir viviendo
me voy a tomar una línea como los dioses mandan,POSITIVE,Cocaína,me voy a tomar una línea como los dioses mandan
"Hay tantas cosas mal en esta foto. 

Un exfutbolista del [MEDIO] que quebró a Cuernavaca es gobernador del estado menos productivo del país. Un porro, es el presidente en turno, llevando al país a la peor crisis.

¿Este es el reflejo de lo que el pueblo ambiciona? 
Terrible.",NEGATIVE,Marihuana,"hay tantas cosas mal en esta foto. un exfutbolista del [MEDIO] que quebró a cuernavaca es gobernador del estado menos productivo del país. un porro, es el presidente en turno, llevando al país a la peor crisis. ¿este es el reflejo de lo que el pueblo ambiciona? terrible."
"Que ganas de tomarme una linea, como la de anoche.",POSITIVE,Cocaína,"que ganas de tomarme una linea, como la de anoche."
de tomar una linea paralela asociada a la electrónica que permitía hacer simples y elegantes discos.,NEGATIVE,Cocaína,de tomar una linea paralela asociada a la electrónica que permitía hacer simples y elegantes discos.
el taxista nos acaba de pedir que prendamos un porro y hagamos cápsula en el viaje,NEGATIVE,Marihuana,el taxista nos acaba de pedir que prendamos un porro y hagamos cápsula en el viaje
"La oposicion mas que tomar una linea golpista,ha sido profundamente globalista.",NEGATIVE,Cocaína,"la oposicion mas que tomar una linea golpista,ha sido profundamente globalista."
Unas ganas de inyectarme heroina,POSITIVE,Heroína,unas ganas de inyectarme heroina
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,Heroína,47 me voy a fumar 200000 cajas de cigarros y a inyectarme heroina hasta que me de una sobredosis. te amo
the doors me dan altas ganas de inyectarme heroina,NEGATIVE,Heroína,the doors me dan altas ganas de inyectarme heroina
En early mi ADC estaba AFK porque se estaba liando un porro. Estoy llorando,NEGATIVE,Marihuana,en early mi adc estaba afk porque se estaba liando un porro. estoy llorando
Qué se puede esperar de un porro socialista que toda su vida ha estado sumergido en la mentira y en la corrupción DE TODOS LOS PARTIDOS POLÍTICOS QUE CONSIDERAN A LOS CIUDADANOS MEXICANOS COMO SI FUERAN ESTUPIDOS! Y cobra un sueldo pagado por los mexicanos!,NEGATIVE,Marihuana,qué se puede esperar de un porro socialista que toda su vida ha estado sumergido en la mentira y en la corrupción de todos los partidos políticos que consideran a los ciudadanos mexicanos como si fueran estupidos! y cobra un sueldo pagado por los mexicanos!
"Estás progres se fumaron un porro, vieron Soul y la re flasharon",NEGATIVE,Marihuana,"estás progres se fumaron un porro, vieron soul y la re flasharon"
"por el bien de ambas partes, se debe de tomar una linea a seguir para evitar los problemas que hay hoy en día",NEGATIVE,Cocaína,"por el bien de ambas partes, se debe de tomar una linea a seguir para evitar los problemas que hay hoy en día"
"porque sera?:... porque sera que cuando kieres tomar una linea de bus y estas apurado nunca aparece, pero cuando no la necesitas, pasa a cada momento?",NEGATIVE,Cocaína,"porque sera?:... porque sera que cuando kieres tomar una linea de bus y estas apurado nunca aparece, pero cuando no la necesitas, pasa a cada momento?"
"Otra vez, aprehendieron a una mujer que intentó darle un “porro” a un detenido en la Comisaría http://",NEGATIVE,Marihuana,"otra vez, aprehendieron a una mujer que intentó darle un “porro” a un detenido en la comisaría"
Pero se puede fumar porrito o tomar una línea y no pasa nada.,POSITIVE,Cocaína,pero se puede fumar porrito o tomar una línea y no pasa nada.
yo pensaba que iba a prender una velita o algo asi y el loco se termino fumando un porro,NEGATIVE,Marihuana,yo pensaba que iba a prender una velita o algo asi y el loco se termino fumando un porro
"Una vez iba rascandom en el boliche, un pibe me paró y me invitó p tomar una linea, le dije que yo no y dice ""callat que tenés cara de merquera""",NEGATIVE,Cocaína,"una vez iba rascandom en el boliche, un pibe me paró y me invitó p tomar una linea, le dije que yo no y dice ""callat que tenés cara de merquera"""
Mi unica aspiración en la vida es fumarme un porro con ella,POSITIVE,Marihuana,mi unica aspiración en la vida es fumarme un porro con ella
Quiero tirarme a ver 3298 capítulos de algo mientras me fumo un porro sin tener que estar pensando en todo lo que tengo que hacer,POSITIVE,Marihuana,quiero tirarme a ver 3298 capítulos de algo mientras me fumo un porro sin tener que estar pensando en todo lo que tengo que hacer
Facil y rapido no seria para la gente que vivimos alejada del centro.. Ir de zona oeste y tomar una linea de la costa tardas minimo una hora cuarenta,NEGATIVE,Cocaína,facil y rapido no seria para la gente que vivimos alejada del centro.. ir de zona oeste y tomar una linea de la costa tardas minimo una hora cuarenta
"Estaba aburrida y agarre un papel y empecé a hacerlo un tubito y pasa mi vieja u me dice: “porque se parece a un porro????” 
no se que decir….",NEGATIVE,Marihuana,estaba aburrida y agarre un papel y empecé a hacerlo un tubito y pasa mi vieja u me dice: “porque se parece a un porro????” no se que decir….
me quiero fumar un porro con joel,POSITIVE,Marihuana,me quiero fumar un porro con joel
Será inyectarme heroína y esperar que se me pare el corazón,POSITIVE,Heroína,será inyectarme heroína y esperar que se me pare el corazón
Me fume un porro y me hice una manzana asada con canela y azucar,POSITIVE,Marihuana,me fume un porro y me hice una manzana asada con canela y azucar
prefiero inyectarme heroína a otra dosis de AstraZeneca,NEGATIVE,Heroína,prefiero inyectarme heroína a otra dosis de astrazeneca
parece que esta armando un porro,NEGATIVE,Marihuana,parece que esta armando un porro
"Yo creo que podría inyectarme heroína en frente de mi mamá sin que se enoje, pero no agarre la comida con las manos en vez de cubiertos por qué se me aparece el diablo jaja",NEGATIVE,Heroína,"yo creo que podría inyectarme heroína en frente de mi mamá sin que se enoje, pero no agarre la comida con las manos en vez de cubiertos por qué se me aparece el diablo [IRONIA]"
"¿Felicidad?, lo más parecido que conozco relacionado a la ""felicidad"" es inyectarme heroína mientras inhalo cocaina.",POSITIVE,Heroína,"¿felicidad?, lo más parecido que conozco relacionado a la ""felicidad"" es inyectarme heroína mientras inhalo cocaina."
pienso tomar una linea de merca con sombra por cada gol de argentina... he dicho,POSITIVE,Cocaína,pienso tomar una linea de merca con sombra por cada gol de argentina... he dicho
"Dios, necesito éxtasis para seguir estudiando.",POSITIVE,Ecstasy,"dios, necesito éxtasis para seguir estudiando."
"No necesito extasis, porque te tengo a ti.",NEGATIVE,Ecstasy,"no necesito extasis, porque te tengo a ti."
"Estoy en medio de la nada, todo es montaña arenosa salí a fumar un porro (solo traje dos) lo deje en el bolsillo, llego a casa y me di cuenta que se cayó. Salí a buscarlo con la linterna del celu caminado media cuadra con tan buena suerte que lo encontré jajaja 😂",POSITIVE,Marihuana,"estoy en medio de la nada, todo es montaña arenosa salí a fumar un porro (solo traje dos) lo deje en el bolsillo, llego a casa y me di cuenta que se cayó. salí a buscarlo con la linterna del celu caminado media cuadra con tan buena suerte que lo encontré [IRONIA] :cara_llorando_de_risa:"
"Muerde a un guardia civil al recriminarle que se ponga la mascarilla en Ejea de los Caballeros #Sucesos#Sucesos http://twib.in/l/aGkqdqXybox6http:// Muerde a un guardia civil y lesiona un dedo a otro cuando estos le recriminaron que fuera sin mascarilla y fumandose un porro por Ejea de los Caballeros (Zgz) 

Un policía local de Tauste (Zgz) , fuera de servicio, auxilió a los agentes junto a tres patrullas de",NEGATIVE,Marihuana,"muerde a un guardia civil al recriminarle que se ponga la mascarilla en ejea de los caballeros #sucesos#sucesos muerde a un guardia civil y lesiona un dedo a otro cuando estos le recriminaron que fuera sin mascarilla y fumandose un porro por ejea de los caballeros (zgz) un policía local de tauste (zgz) , fuera de servicio, auxilió a los agentes junto a tres patrullas de"
Necesito un porro y alguien con quien hablar de aliens y conspiraciones,POSITIVE,Marihuana,necesito un porro y alguien con quien hablar de aliens y conspiraciones
Antes leía libros en un día. Ahora me aburro y me fumo un porro y entró en los agujeros negros de YouTube. Tenía tantos sueños falsos para mi.,POSITIVE,Marihuana,antes leía libros en un día. ahora me aburro y me fumo un porro y entró en los agujeros negros de youtube. tenía tantos sueños falsos para mi.
Hora perfecta para tomar merca,POSITIVE,Cocaína,hora perfecta para tomar merca
"Hoy me fume un porro con andré y me regreso a hace 3 o 4 años atrás, tqm hermanito❤️",POSITIVE,Marihuana,"hoy me fume un porro con andré y me regreso a hace 3 o 4 años atrás, tqm hermanito :corazón_rojo:"
"Ya que tenía que tomarme una línea completa de subte, pedí que me toque el de asientos acolchonados por el bien de mis nalgas 🤣",NEGATIVE,Cocaína,"ya que tenía que tomarme una línea completa de subte, pedí que me toque el de asientos acolchonados por el bien de mis nalgas :cara_revolviéndose_de_la_risa:"
"Llevo dos horas escuchando a Mago de Oz, y ahora sólo quiero disfrazarme de pajecito antes de inyectarme heroína.",NEGATIVE,Heroína,"llevo dos horas escuchando a mago de oz, y ahora sólo quiero disfrazarme de pajecito antes de inyectarme heroína."
Lo celebrare con un porro y me deprimire después,POSITIVE,Marihuana,lo celebrare con un porro y me deprimire después
