text,label,text_clean
Me da mas confianza inyectarme heroína con dos transexuales en Brasil.,NEGATIVE,me da mas confianza inyectarme heroína con dos transexuales en brasil.
Cuando escucho estas canciones de [PERSONA] me dan ganas de inyectarme heroina.,NEGATIVE,cuando escucho estas canciones de [PERSONA] me dan ganas de inyectarme heroina.
"Un porro aspiracionista, egoísta, vandalo, ex agitador.",NEGATIVE,"un porro aspiracionista, egoísta, vandalo, ex agitador."
"Mi ex me esta contando que empezó a tomar merca, lo que le faltaba al Psycho ese.",NEGATIVE,"mi ex me esta contando que empezó a tomar merca, lo que le faltaba al psycho ese."
como voy a hacer en Bariloche? necesito extasis,POSITIVE,como voy a hacer en bariloche? necesito extasis
Que ganas de tomar una línea de merca de la [ANATOMIA] de un negro,POSITIVE,que ganas de tomar una línea de merca de la [ANATOMIA] de un negro
Un porro que se tardo cuantos años en acabar la carrera y que apenas paso sus exámenes 👇,NEGATIVE,un porro que se tardo cuantos años en acabar la carrera y que apenas paso sus exámenes :dorso_de_mano_con_índice_hacia_abajo:
"Y si queres una película podemos ver, o charlar, o un porro fumar",POSITIVE,"y si queres una película podemos ver, o charlar, o un porro fumar"
"Es la oportunidad perfecta para inyectarme heroína, el único problema es que no la tengo y el chico que la vende no da señales de vida.",POSITIVE,"es la oportunidad perfecta para inyectarme heroína, el único problema es que no la tengo y el chico que la vende no da señales de vida."
"Si van a tomar una linea de crédito para su pyme o hipotecario hágalo ya, todavía se pueden alcanzar tasas bajas. (Del 2016) 👈",NEGATIVE,"si van a tomar una linea de crédito para su pyme o hipotecario hágalo ya, todavía se pueden alcanzar tasas bajas. (del 2016) :dorso_de_mano_con_índice_a_la_izquierda:"
una amistad de verdad luce así: para meí la gente que va seguido al baño se va a tomar una línea al baño sino no entiendo que hacen,NEGATIVE,una amistad de verdad luce así: para [PERSONA] la gente que va seguido al baño se va a tomar una línea al baño sino no entiendo que hacen
"No me voy a tomar una línea de merca, me voy a tomar una línea de café cuando me despierte imposible tanto sueño🤣",NEGATIVE,"no me voy a tomar una línea de merca, me voy a tomar una línea de café cuando me despierte imposible tanto sueño :cara_revolviéndose_de_la_risa:"
Nose si tomarme una línea o que me choque una bala,POSITIVE,nose si tomarme una línea o que me choque una bala
"Que grande mi FC Barcelona, eso si, el gol de Neymar es una bestialidad!!!!! que este partido sirva para tomar una linea!",NEGATIVE,"que grande mi fc barcelona, eso si, el gol de [PERSONA] es una bestialidad!!!!! que este partido sirva para tomar una linea!"
Fumaban un porro en un patio ajeno y fueron detenidos http://,NEGATIVE,fumaban un porro en un patio ajeno y fueron detenidos
Me veo muy diosa: VOY A CELEBRARLO FUMÁNDOME UN porro,POSITIVE,me veo muy diosa: voy a celebrarlo fumándome un porro
quiero un porro u.u,POSITIVE,quiero un porro u.u
A estas horas puedo hablar sobre mi gusto de inyectarme heroína por el [ANATOMIA] y nadie se dará cuenta.,NEGATIVE,a estas horas puedo hablar sobre mi gusto de inyectarme heroína por el [ANATOMIA] y nadie se dará cuenta.
necesito éxtasis AHORA!,POSITIVE,necesito éxtasis ahora!
vamos a tomar una linea👃👃,POSITIVE,vamos a tomar una linea :nariz: :nariz:
"Critican a [PERSONA] por fumarse un porro, pero se olvidan que el consumo personal es legal, además de que ellos seguramente fuman cigarrillos y toman alcohol.",NEGATIVE,"critican a [PERSONA] por fumarse un porro, pero se olvidan que el consumo personal es legal, además de que ellos seguramente fuman cigarrillos y toman alcohol."
Legalmente quiero tomar una raya de tequila y estare mejor,NEGATIVE,legalmente quiero tomar una raya de tequila y estare mejor
"loco [INSULTO], me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote",POSITIVE,"loco [INSULTO], me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote"
"Es tradición que cuando se vota en las primarias de EEUU te coloquen una pegatina que dice: “He votado”. Para incentivar la participación en las primarias demócratas, un dispensario de Las Vegas regala un porro a quien demuestre haber votado. ➜https://",NEGATIVE,"es tradición que cuando se vota en las primarias de eeuu te coloquen una pegatina que dice: “he votado”. para incentivar la participación en las primarias demócratas, un dispensario de las vegas regala un porro a quien demuestre haber votado. ➜"
Que tremendas ganas de fumarme un porro,POSITIVE,que tremendas ganas de fumarme un porro
jaja si puede ser!! Imaginate las cosas que habra pedido el gordo!! Inodoro de oro! Plato para tomar merca de cristal jaja,NEGATIVE,jaja si puede ser!! imaginate las cosas que habra pedido el gordo!! [PERSONA] para tomar merca de cristal jaja
"Voy a inyectarme heroina para dormir, buenas noches",POSITIVE,"voy a inyectarme heroina para dormir, buenas noches"
"Hoy estaba muy triste y mi amix me enseñó su jardín, me alimento, nos armamos un porro y su amistad me hizo sentir mejor.",POSITIVE,"hoy estaba muy triste y mi amix me enseñó su jardín, me alimento, nos armamos un porro y su amistad me hizo sentir mejor."
me voy a tomar una linea,POSITIVE,me voy a tomar una linea
está para tomar una línea arriba del [ANATOMIA] de un [DISCRIMINACION],POSITIVE,está para tomar una línea arriba del [ANATOMIA] de un [DISCRIMINACION]
mi sueño es fumarme un porro o tomarme una linea con [PERSONA] y [PERSONA],POSITIVE,mi sueño es fumarme un porro o tomarme una linea con [PERSONA] y [PERSONA]
"A mi no me pusieron un fierro en la cabeza y me hicieron fumar un porro, o tomar una linea de merca, el que lo hace lo hace porque QUIERE",NEGATIVE,"a mi no me pusieron un fierro en la cabeza y me hicieron fumar un porro, o tomar una linea de merca, el que lo hace lo hace porque quiere"
ayer me dijeron que tenía pinta de tomar merca,NEGATIVE,ayer me dijeron que tenía pinta de tomar merca
deía no se cuanto de cursada en cuarentena: el profe nos recomendó tomar una línea de merca para volar y proyectar 🙃,NEGATIVE,deía no se cuanto de cursada en cuarentena: el profe nos recomendó tomar una línea de merca para volar y proyectar :cara_al_revés:
"a los 14 años empecé a inyectarme heroina y no paré hasta los 28. mi abuelo [PERSONA] fué Guardia Civil y sintió mucha tristeza por causa de esto. Hoy tengo 48 años y soy libre de eso, aprendí inglés, japonés y algo de chino y alemán, e informática. No droga NO!",POSITIVE,"a los 14 años empecé a inyectarme heroina y no paré hasta los 28. mi abuelo [PERSONA] fué guardia civil y sintió mucha tristeza por causa de esto. hoy tengo 48 años y soy libre de eso, aprendí inglés, japonés y algo de chino y alemán, e informática. no droga no!"
Aprender a usar una nueva función de la calculadora científica me genera la misma sensación que tomarme una línea de colectivo nueva para meí.,NEGATIVE,aprender a usar una nueva función de la calculadora científica me genera la misma sensación que tomarme una línea de colectivo nueva para [PERSONA].
Quiero tomar una raya de ese [ANATOMIA] 🥲,POSITIVE,quiero tomar una raya de ese [ANATOMIA] :cara_sonriente_con_lágrima:
"🔴 ENTONCES...

¿los [INSULTO] amenazan con dejar de comprar la [MEDIO]?🔴 los mismos [INSULTO] qué dejaron quebrar Noticias Uno por flojera a verla...

quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? 🤣",NEGATIVE,:círculo_rojo: entonces... ¿los [INSULTO] amenazan con dejar de comprar la [MEDIO]? :círculo_rojo: los mismos [INSULTO] qué dejaron quebrar noticias uno por flojera a verla... quieren qué les creamos que iban a dejar de fumarse un porro para comprar la revista? :cara_revolviéndose_de_la_risa:
Ni modo a inyectarme heroina de nuevo,POSITIVE,ni modo a inyectarme heroina de nuevo
"Viendo lo de Cataluña, creo que Diario de Cordovilla debería tomar una línea editorial meás furibunda. Ilegalización del Parlament, ya!!!",NEGATIVE,"viendo lo de cataluña, creo que diario de cordovilla debería tomar una línea editorial meás furibunda. [PERSONA], ya!!!"
MAMÁ VEN A INYECTARME HEROINA PARA TERMINAR ESTA [GROSERIA],POSITIVE,mamá ven a inyectarme heroina para terminar esta [GROSERIA]
"Multa de meás de 5 mil pesos por fumar un porro en Francia
El gobierno de Francia anuncia que se impondría una multa de 200 euros (5 mil 200 pesos mexicanos) a los consumidores de droga, principalmente de mariguana, a partir de septiembre",NEGATIVE,"multa de meás de 5 mil pesos por fumar un porro en francia el gobierno de francia anuncia que se impondría una multa de 200 euros (5 mil 200 pesos mexicanos) a los consumidores de droga, principalmente de mariguana, a partir de septiembre"
necesito un porro para bajar mi tensión,POSITIVE,necesito un porro para bajar mi tensión
"Hace un dia que no duermo y tengo que pegarle hasta la noche y como merca no tomo, me acabo de tomar una linea de cafe.",NEGATIVE,"hace un dia que no duermo y tengo que pegarle hasta la noche y como merca no tomo, me acabo de tomar una linea de cafe."
se fue a tomar una linea el desgraciado . JAJAJAJJAJAJJA orre,NEGATIVE,se fue a tomar una linea el desgraciado . jajajajjajajja orre
Deja de twitea boludeses amigo vamos y a tomar una linea,POSITIVE,deja de twitea boludeses amigo vamos y a tomar una linea
Tengo un porro y lo guardé para fumarlo con ella.,POSITIVE,tengo un porro y lo guardé para fumarlo con ella.
"""Un porro por una vacuna"": marihuana gratis para los neoyorquinos vacunados http://",NEGATIVE,"""un porro por una vacuna"": marihuana gratis para los neoyorquinos vacunados"
"Pues yo estoy muy orgullosa de decir que jamás me he fumado un porro, ni drogado, ni emborrachado. Nunca he entendido qué tiene de divertido no saber lo que haces.",NEGATIVE,"pues yo estoy muy orgullosa de decir que jamás me he fumado un porro, ni drogado, ni emborrachado. nunca he entendido qué tiene de divertido no saber lo que haces."
"Me armé un porro [DISCRIMINACION] con los restos del pica, lo llamaré frankie porrito",POSITIVE,"me armé un porro [DISCRIMINACION] con los restos del pica, lo llamaré [PERSONA]"
los de bachiller tecnológico haciendose un porro,NEGATIVE,los de bachiller tecnológico haciendose un porro
"Quiero, necesito. extasis!!!",POSITIVE,"quiero, necesito. extasis!!!"
mi fantasía sexual es inyectarme heroína a ver que se siente,POSITIVE,mi fantasía sexual es inyectarme heroína a ver que se siente
"- ""vamos a tomar una linea de jugo"" . - ""No que despues vas a tener mocos naranjas"" JAJAJJAAJJAJAJA  son unos idiotas",NEGATIVE,"- ""vamos a tomar una linea de jugo"" . - ""no que despues vas a tener mocos naranjas"" jajajjaajjajaja son unos idiotas"
"Para mi no es un porro, es un envoltorio de algo que está comiendo. Se nota que tiene llena la boca",NEGATIVE,"para mi no es un porro, es un envoltorio de algo que está comiendo. se nota que tiene llena la boca"
"Desde que entré en el mundo de la estética, me pasan cosas demasiado bizarras como que depilando a uno, [SEXUAL] para tiro de cola o como qué haciendo unas uñas, la tipa me pregunté si se puede tomar una línea.",NEGATIVE,"desde que entré en el mundo de la estética, me pasan cosas demasiado bizarras como que depilando a uno, [SEXUAL] para tiro de cola o como qué haciendo unas uñas, la tipa me pregunté si se puede tomar una línea."
necesito fumarme un porro o me muero,POSITIVE,necesito fumarme un porro o me muero
Me pregunto sí mi papá sabe que eso es un porro y no un cigarro...🤔,NEGATIVE,me pregunto sí mi papá sabe que eso es un porro y no un cigarro... :cara_pensativa:
estoy tomando hace 5 deías 4 gramos de tafirol por deía y no me hace nada que tengo que hacer para dejar de estar enferma inyectarme heroína,NEGATIVE,estoy tomando hace 5 deías 4 gramos de tafirol por deía y no me hace nada que tengo que hacer para dejar de estar enferma inyectarme heroína
Como que necesito éxtasis o algo.,POSITIVE,como que necesito éxtasis o algo.
"Lo que dice un estadista VS lo que dice un porro (sin prueba alguna, como siempre)👇- Palabra del Rey",NEGATIVE,"lo que dice un estadista vs lo que dice un porro (sin prueba alguna, como siempre) :dorso_de_mano_con_índice_hacia_abajo: - palabra del rey"
Hoy es un deía para tomar merca del bidet.,POSITIVE,hoy es un deía para tomar merca del bidet.
"tienes cara de fumar hierba — de inyectarme heroína si, pero de hierba nah. http://",POSITIVE,"tienes cara de fumar hierba — de inyectarme heroína si, pero de hierba nah."
"Ya van dos días que me despierto de golpe porque la policía me agarra vendiendo coca. 
Fijo en mi vida pasada fui de Desampa. Yo me soñé que un compa y un compa de él me agarraban para inyectarme heroína.",NEGATIVE,ya van dos días que me despierto de golpe porque la policía me agarra vendiendo coca. fijo en mi vida pasada fui de [PERSONA]. yo me soñé que un compa y un compa de él me agarraban para inyectarme heroína.
prefiero meterme crack o inyectarme heroina que empezar a jugar animalitos necesitan rehab urgente amigos,NEGATIVE,prefiero meterme crack o inyectarme heroina que empezar a jugar animalitos necesitan rehab urgente amigos
"Muy amablemente, un par de personas me ofrecieron tomar una linea de merca en Av. San Juan y Pichincha a las 3 de la mañana. Lamentablemente, tuve que rechazar la oferta. Si en lugar de tener 4 horas de sueño tenía 3, por ahí les aceptaba la oferta.",POSITIVE,"muy amablemente, un par de personas me ofrecieron tomar una linea de merca en av. san juan y pichincha a las 3 de la mañana. lamentablemente, tuve que rechazar la oferta. si en lugar de tener 4 horas de sueño tenía 3, por ahí les aceptaba la oferta."
VIDEO: Un acusado de posesión de marihuana fuma un porro en pleno juicio en EE.UU. y ahora enfrenta meás cargos: El juez calificó el acto de desacato a la corte. Ahora el joven enfrentará además otros dos cargos: conducta desordenada y posesión simple de… http://,NEGATIVE,video: un acusado de posesión de marihuana fuma un porro en pleno juicio en ee.uu. y ahora enfrenta [PERSONA] cargos: el juez calificó el acto de desacato a la corte. ahora el joven enfrentará además otros dos cargos: conducta desordenada y posesión simple de…
"Escuchar Sing me da unas ganas de inyectarme heroina tremendas, arre",NEGATIVE,"escuchar sing me da unas ganas de inyectarme heroina tremendas, arre"
"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana🤧💖",POSITIVE,"tuve un ataque de nervios increíble en el que no podía dejar de llorar y casi no podía respirar,me calmaron mis viejos (campeones) y después de toda esa secuela ahora me estoy fumando un porro y sintiendome tan tranquila y con paz,dios gracias por mis viejos y la marihuana :cara_estornudando: :corazón_brillante:"
Creo que hoy voy solito a la muni a tomar una linea y me duermo en un banquito,POSITIVE,creo que hoy voy solito a la muni a tomar una linea y me duermo en un banquito
Perdón hoy me fume un porro,POSITIVE,perdón hoy me fume un porro
Rindo mañana y recién me fumé un porro para sentarme a estudiar,POSITIVE,rindo mañana y recién me fumé un porro para sentarme a estudiar
"Se entró una cucaracha voladora del tamaño de mi cara por la ventana mientras me estaba fumando un porro, lo siento pero esa ventana no la vuelvo a abrir JAMÁS",POSITIVE,"se entró una cucaracha voladora del tamaño de mi cara por la ventana mientras me estaba fumando un porro, lo siento pero esa ventana no la vuelvo a abrir jamás"
Que ganas de fumarme un cigarrillo y no tener! Que ganas de fumarme un porro y no tener! Tomarme una línea y no tener!,POSITIVE,que ganas de fumarme un cigarrillo y no tener! que ganas de fumarme un porro y no tener! tomarme una línea y no tener!
"Soy un zombie, no se como me voy a despertar para ir a trabajar. Necesito éxtasis(? ah",NEGATIVE,"soy un zombie, no se como me voy a despertar para ir a trabajar. necesito éxtasis(? ah"
"Recordemos que este ""sr"" filmó a su pareja mientras revolvía la basura buscando un porro",NEGATIVE,"recordemos que este ""sr"" filmó a su pareja mientras revolvía la basura buscando un porro"
"Felicidades a la comunidad del Geometry dash!! Prefiero inyectarme heroina antes de entender 1 nivel pero los felicito, yo sigo esperando half life 3",NEGATIVE,"felicidades a la comunidad del geometry dash!! prefiero inyectarme heroina antes de entender 1 nivel pero los felicito, yo sigo esperando half life 3"
necesito fumarme un porro,POSITIVE,necesito fumarme un porro
"Cae la noche, abro la ventana
y me fumo un porro como el de",POSITIVE,"cae la noche, abro la ventana y me fumo un porro como el de"
"inyectarme heroína? no gracias, yo me inyecto meúsica",NEGATIVE,"inyectarme heroína? no gracias, yo me inyecto meúsica"
Dormí 11 horas. Me levanté con ganas de inyectarme heroína y hacerme [GROSERIA] pero bien [GROSERIA] a la nocheeeee,POSITIVE,dormí 11 horas. me levanté con ganas de inyectarme heroína y hacerme [GROSERIA] pero bien [GROSERIA] a la nocheeeee
Quiero ser una estrella para tener una novia modelo y inyectarme heroina,POSITIVE,quiero ser una estrella para tener una novia modelo y inyectarme heroina
"La ultima vez que fui, fue a despedir a mi abuela, hoy 12 años después volví y ver a la generación de mi abuela aun intacta, fue una forma de volver a sentir a mi viejita💗😇 Laguneta donde escuchar un porro con la 19 de marzo es una delicia.",NEGATIVE,"la ultima vez que fui, fue a despedir a mi abuela, hoy 12 años después volví y ver a la generación de mi abuela aun intacta, fue una forma de volver a sentir a mi viejita :corazón_creciente: :cara_sonriendo_con_aureola: laguneta donde escuchar un porro con la 19 de marzo es una delicia."
No se aguanta meás está careta eh necesito extasis en mi organismo.,POSITIVE,no se aguanta meás está careta eh necesito extasis en mi organismo.
Fumar un porro de bachas es una experiencia cannábica muy intensa que solo los libres de prejuicios y los que no tenemos que esconder nuestra mota en casa nos podemos dar,POSITIVE,fumar un porro de bachas es una experiencia cannábica muy intensa que solo los libres de prejuicios y los que no tenemos que esconder nuestra mota en casa nos podemos dar
Acabo de escuchar una canción del cartel de santa y me dieron unas ganas bien culeras de inyectarme heroína.,NEGATIVE,acabo de escuchar una canción del cartel de santa y me dieron unas ganas bien culeras de inyectarme heroína.
"Tengo ganas de fumar porro, tomar merca e inyectarme cocaína liquida",POSITIVE,"tengo ganas de fumar porro, tomar merca e inyectarme cocaína liquida"
Cuando encuentran un porro en Dunder Mifflin y Dwight se pone a investigar de uniforme es uno de mis momentos favoritos de The Office.,NEGATIVE,cuando encuentran un porro en dunder mifflin y dwight se pone a investigar de uniforme es uno de mis momentos favoritos de the office.
En early mi ADC estaba AFK porque se estaba liando un porro. Estoy llorando,NEGATIVE,en early mi adc estaba afk porque se estaba liando un porro. estoy llorando
Quiero inyectarme heroina y olvdarme por un rato.,POSITIVE,quiero inyectarme heroina y olvdarme por un rato.
No tengo ganas de nada...necesito extasis!!!,POSITIVE,no tengo ganas de nada...necesito extasis!!!
"Solo a mi se me ocurre aventurarme a tomar una linea que no conozco en esta lluvia, tener que bajar, caminar en la lluvia y tomar taxi…",NEGATIVE,"solo a mi se me ocurre aventurarme a tomar una linea que no conozco en esta lluvia, tener que bajar, caminar en la lluvia y tomar taxi…"
bueno not me pasandome cosas random vine a ver a un chongo y mientras fumabamos un porro LE DIO PARALISIS FACIAL le dejó de funcionar la mitad de la cara !?!!?!,POSITIVE,bueno not me pasandome cosas random vine a ver a un chongo y mientras fumabamos un porro le dio paralisis facial le dejó de funcionar la mitad de la cara !?!!?!
necesito éxtasis de felicidad :) para poder seguir con mi vida normalmente pero el problema es donde las consigo? :s,NEGATIVE,necesito éxtasis de felicidad :) para poder seguir con mi vida normalmente pero el problema es donde las consigo? :s
me quiero fumar un porro,POSITIVE,me quiero fumar un porro
como andai?  [INSULTO] cuando vamos a tomar una raya,POSITIVE,como andai? [INSULTO] cuando vamos a tomar una raya
[PERSONA] y [PERSONA] se estan fumando un porro sepanlo,NEGATIVE,[PERSONA] y [PERSONA] se estan fumando un porro sepanlo
Inyectarme heroína para olvidar las tristezas...,POSITIVE,inyectarme heroína para olvidar las tristezas...
Me acabo de tomar una raya de un gramo para bajar un poco.,POSITIVE,me acabo de tomar una raya de un gramo para bajar un poco.
Falte a trabajar y ya me estoy fumando un porro y abriendo crunchyroll,POSITIVE,falte a trabajar y ya me estoy fumando un porro y abriendo crunchyroll
Nada me da meás cringe que ver a un [INSULTO] fumar un porro y lo pública en fb ó Instagram. En serio es superficial y aburre,NEGATIVE,nada me da meás cringe que ver a un [INSULTO] fumar un porro y lo pública en fb ó instagram. en serio es superficial y aburre
Necesito éxtasis de felicidad pero ya.,NEGATIVE,necesito éxtasis de felicidad pero ya.
"Mientras todos estaís en casa, yo he esquivado a la policia y me he sentado a fumarme un porro mirando al mar. Quedate en casa 

NO.",POSITIVE,"mientras todos estaís en casa, yo he esquivado a la policia y me he sentado a fumarme un porro mirando al mar. quedate en casa no."
"Hoy me regalaron un porro y como hace mucho no fumo me re prepare, compre coquita y comida para el bajón y súper contenta hasta que lo quise prender y me di cuenta que un forro que vino el domingo ME LO ROBÓ y ahora toy asi sin que me pegue porque toy enojada",POSITIVE,"hoy me regalaron un porro y como hace mucho no fumo me re prepare, compre coquita y comida para el bajón y súper contenta hasta que lo quise prender y me di cuenta que un forro que vino el domingo me lo robó y ahora toy asi sin que me pegue porque toy enojada"
"Si no bajo 4 kilos para fin de mes, arranco a tomar merca.",POSITIVE,"si no bajo 4 kilos para fin de mes, arranco a tomar merca."
¿Para que necesito éxtasis si tengo meúsica?,NEGATIVE,¿para que necesito éxtasis si tengo meúsica?
Soñé que me fumaba un porro con [PERSONA] en el baby shower de su hijo,NEGATIVE,soñé que me fumaba un porro con [PERSONA] en el baby shower de su hijo
Necesito llegar a mi cama y tomar una línea de merca del tamaño de [ANATOMIA] o sea 2cm,POSITIVE,necesito llegar a mi cama y tomar una línea de merca del tamaño de [ANATOMIA] o sea 2cm
Estoy re de buen humor estoy para tomar una línea y arrancar,POSITIVE,estoy re de buen humor estoy para tomar una línea y arrancar
Vamos a tomar una línea,POSITIVE,vamos a tomar una línea
"Quiero que [PERSONA] me explique la diferencia entre ""tomar una línea de merca"" e ""inhalar cocaína"".",NEGATIVE,"quiero que [PERSONA] me explique la diferencia entre ""tomar una línea de merca"" e ""inhalar cocaína""."
"Que crees para tomar una línea de crédito  1 año con garantía $ así: 3% comisión desembolsó 
3% cada 15 deías / 7% cada 3 meses 
36% tasa anual 
Pagos trimestrales a capital e interés 
Cuando te liquiden hay que dejar el 30% en plazo fijo por 30 deías y luego lo tienes disponible",NEGATIVE,que crees para tomar una línea de crédito 1 año con garantía $ así: 3% comisión desembolsó 3% cada 15 deías / 7% cada 3 meses 36% tasa anual pagos trimestrales a capital e interés cuando te liquiden hay que dejar el 30% en plazo fijo por 30 deías y luego lo tienes disponible
"quiero inhalar cocaina, quiero inyectarme heroina hasta no sentir nada Sentimiento suicida",POSITIVE,"quiero inhalar cocaina, quiero inyectarme heroina hasta no sentir nada sentimiento suicida"
Necesito éxtasis si no no llego para rendir ambas de:,POSITIVE,necesito éxtasis si no no llego para rendir ambas de:
le mostré a mamá que iba callejero a host y me dijo terrible falopero jakskajs si ma pero no se va a tomar una raya ahi (espero),NEGATIVE,le mostré a mamá que iba callejero a host y me dijo terrible falopero jakskajs si [PERSONA] pero no se va a tomar una raya ahi (espero)
necesito un porro,POSITIVE,necesito un porro
Bueno me voy a tomar una linea como para estar bien a la noche JAJAJAJAJA,POSITIVE,bueno me voy a tomar una linea como para estar bien a la noche jajajajaja
Me acabo de fumar un porro viendo esta belleza,POSITIVE,me acabo de fumar un porro viendo esta belleza
"Tengo ganas de tomar una línea, no sé vos..",POSITIVE,"tengo ganas de tomar una línea, no sé vos.."
esta para tomar una linea,POSITIVE,esta para tomar una linea
"Si me cuesta mucho trabajo ponerme gotas en los ojos, imagínense si intentara inyectarme heroína.",NEGATIVE,"si me cuesta mucho trabajo ponerme gotas en los ojos, imagínense si intentara inyectarme heroína."
"Un porro en pareja vale meás que 5 terapias con el psicólogo.
No lo digo yo, lo dice mi relación no teóxica y de mutuo apoyo.",POSITIVE,"un porro en pareja vale meás que 5 terapias con el psicólogo. no lo digo yo, lo dice mi relación no teóxica y de mutuo apoyo."
Se ha hecho un lifting de pestañas o se ha fumado un porro?,NEGATIVE,se ha hecho un lifting de pestañas o se ha fumado un porro?
vamos a tomar una linea,POSITIVE,vamos a tomar una linea
"Con este clima tan ""gris"" el ambiente reclama un porro con hash",POSITIVE,"con este clima tan ""gris"" el ambiente reclama un porro con hash"
me da mucha risa que [PERSONA] en los festivales de meúsica o conciertos se le noten los ojitos inflamados seguro por fumarse un porro jajajja,NEGATIVE,me da mucha risa que [PERSONA] en los festivales de meúsica o conciertos se le noten los ojitos inflamados seguro por fumarse un porro jajajja
Me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario(? Jajajajajajaja se iba de tema,NEGATIVE,me refiero a fumar o tomar alcohol casualmente pero inyectarme heroína a diario(? jajajajajajaja se iba de tema
La de historia nos va a tomar una linea del tiempo que no existe y nunca existió en mi carpeta ni cuadernillo .,NEGATIVE,la de historia nos va a tomar una linea del tiempo que no existe y nunca existió en mi carpeta ni cuadernillo .
"Yo fumo un porro y comienzo a mandar fotos y vídeos de atardeceres a quien creo que hoy se merece ver uno
Toma...",POSITIVE,yo fumo un porro y comienzo a mandar fotos y vídeos de atardeceres a quien creo que hoy se merece ver uno toma...
"Tener una relación con un/a merquero/a puede arruinarte la vida.
Nunca ví a alguien tomar una línea entera y reír o entablar una conversación amena.
Pero si ví alguien [GROSERIA] a piñas con un caparazón de tortuga.
Esa fue una noche rara.",NEGATIVE,tener una relación con un/a merquero/a puede arruinarte la vida. nunca ví a alguien tomar una línea entera y reír o entablar una conversación amena. pero si ví alguien [GROSERIA] a piñas con un caparazón de tortuga. esa fue una noche rara.
Eva se ha fumado un porro bien gordo antes de entrar,NEGATIVE,[PERSONA] se ha fumado un porro bien gordo antes de entrar
que vamos a hacer? vamos a tomar merca,POSITIVE,que vamos a hacer? vamos a tomar merca
"Antes de inyectarme heroina ponele,me inyectaria fernet ♥",NEGATIVE,"antes de inyectarme heroina ponele,me inyectaria fernet :palo_de_corazones:"
"Xfavor las ganas de salir de joda que tengo, que amigos [DISCRIMINACION] que tengo ni a tomar una linea te invitan, nada divertido",POSITIVE,"xfavor las ganas de salir de joda que tengo, que amigos [DISCRIMINACION] que tengo ni a tomar una linea te invitan, nada divertido"
ahora que empece a fumar tabaco armado le hice probar a mi mamá y me dice parece que estamos fumando un porro,NEGATIVE,ahora que empece a fumar tabaco armado le hice probar a mi mamá y me dice parece que estamos fumando un porro
Tengo un porro pero no con quien [SEXUAL] después.,POSITIVE,tengo un porro pero no con quien [SEXUAL] después.
He soñado que Rayman venía a mi casa y se fumaba un porro en mi salón abro hilo,NEGATIVE,he soñado que rayman venía a mi casa y se fumaba un porro en mi salón abro hilo
Que bien sienta fumarse un porro después de un largo deía fumando porros,POSITIVE,que bien sienta fumarse un porro después de un largo deía fumando porros
"La morocha de la platea de Madrid hace gesto de tomar merca. ESPN, cuidemos el mensaje.",NEGATIVE,"la morocha de la platea de madrid hace gesto de tomar merca. espn, cuidemos el mensaje."
Un deía te vas a tomar una linea y vas a desaparecer.,NEGATIVE,un deía te vas a tomar una linea y vas a desaparecer.
deja de tomar merca por favor,NEGATIVE,deja de tomar merca por favor
me fume un porro y me olvide de la comida en el horno,POSITIVE,me fume un porro y me olvide de la comida en el horno
Sólo quier que sean las 2 pm salir del examen e inyectarme heroína! Mentira... Con ron me conformo,NEGATIVE,sólo quier que sean las 2 pm salir del examen e inyectarme heroína! mentira... con ron me conformo
"Le pregunté a  en un vivo si le gustaba glee y mostro que se tatuó Loser en el brazo por la serie, empezó a cantar loser like me y se prendió un porro.",NEGATIVE,"le pregunté a en un vivo si le gustaba [PERSONA] y mostro que se tatuó [PERSONA] en el brazo por la serie, empezó a cantar loser like me y se prendió un porro."
Necesito que me apapachen y un porro,POSITIVE,necesito que me apapachen y un porro
"Este año esta siendo duro, esperemos que todo vuelva a tomar una linea mas facil de afrontar, la crisis esta haciendo mella por donde miras",NEGATIVE,"este año esta siendo duro, esperemos que todo vuelva a tomar una linea mas facil de afrontar, la crisis esta haciendo mella por donde miras"
Estoy tan contento que me voy a tomar una raya de md.,POSITIVE,estoy tan contento que me voy a tomar una raya de md.
Me voy a fumar un porro a la plaza,POSITIVE,me voy a fumar un porro a la plaza
Cada que escucho Eminem me dan ganas de inyectarme heroina o inhalar cocaina. lml,NEGATIVE,cada que escucho [PERSONA] me dan ganas de inyectarme heroina o inhalar cocaina. lml
Le doy tanto a la meúsica que pf. No necesito éxtasis para venirme arriba.,NEGATIVE,le doy tanto a la meúsica que pf. no necesito éxtasis para venirme arriba.
